192,193,sullivan,\N,Danny,Sullivan,American
193,194,salazar,\N,Eliseo,Salazar,Chilean
194,195,guerrero,\N,Roberto,Guerrero,Colombian
195,196,boesel,\N,Raul,Boesel,Brazilian
196,197,jarier,\N,Jean-Pierre,Jarier,French
197,198,villeneuve_sr,\N,Jacques,Villeneuve_Sr.,Canadian
198,199,reutemann,\N,Carlos,Reutemann,Argentine
199,200,mass,\N,Jochen,Mass,German
200,201,borgudd,\N,Slim,Borgudd,Swedish
201,202,pironi,\N,Didier,Pironi,French
202,203,gilles_villeneuve,\N,Gilles,Villeneuve,Canadian
203,204,paletti,\N,Riccardo,Paletti,Italian
204,205,henton,\N,Brian,Henton,British
205,206,daly,\N,Derek,Daly,Irish
206,207,mario_andretti,\N,Mario,Andretti,American
207,208,villota,\N,Emilio,de_Villota,Spanish
208,209,lees,\N,Geoff,Lees,British
209,210,byrne,\N,Tommy,Byrne,Irish
210,211,keegan,\N,Rupert,Keegan,British
211,212,rebaque,\N,Hector,Rebaque,Mexican
212,213,gabbiani,\N,Beppe,Gabbiani,Italian
213,214,cogan,\N,Kevin,Cogan,American
214,215,guerra,\N,Miguel_Ángel,Guerra,Argentine
215,216,stohr,\N,Siegfried,Stohr,Italian
216,217,zunino,\N,Ricardo,Zunino,Argentine
217,218,londono,\N,Ricardo,Londoño,Colombian
218,219,jabouille,\N,Jean-Pierre,Jabouille,French
219,220,francia,\N,Giorgio,Francia,Italian
220,221,depailler,\N,Patrick,Depailler,French
221,222,scheckter,\N,Jody,Scheckter,South_African
222,223,regazzoni,\N,Clay,Regazzoni,Swiss
223,224,emerson_fittipaldi,\N,Emerson,Fittipaldi,Brazilian
224,225,kennedy,\N,Dave,Kennedy,Irish
225,226,south,\N,Stephen,South,British
226,227,needell,\N,Tiff,Needell,British
227,228,desire_wilson,\N,Desiré,Wilson,South_African
228,229,ertl,\N,Harald,Ertl,Austrian
229,230,brambilla,\N,Vittorio,Brambilla,Italian
230,231,hunt,\N,James,Hunt,British
231,232,merzario,\N,Arturo,Merzario,Italian
232,233,stuck,\N,Hans-Joachim,Stuck,German
233,234,brancatelli,\N,Gianfranco,Brancatelli,Italian
234,235,ickx,\N,Jacky,Ickx,Belgian
235,236,gaillard,\N,Patrick,Gaillard,French
236,237,ribeiro,\N,Alex,Ribeiro,Brazilian
237,238,peterson,\N,Ronnie,Peterson,Swedish
238,239,lunger,\N,Brett,Lunger,American
239,240,ongais,\N,Danny,Ongais,American
240,241,leoni,\N,Lamberto,Leoni,Italian
241,242,galica,\N,Divina,Galica,British
242,243,stommelen,\N,Rolf,Stommelen,German
243,244,colombo,\N,Alberto,Colombo,Italian
244,245,trimmer,\N,Tony,Trimmer,British
245,246,binder,\N,Hans,Binder,Austrian
246,247,bleekemolen,\N,Michael,Bleekemolen,Dutch
247,248,gimax,\N,Carlo,Franchi,Italian
248,249,rahal,\N,Bobby,Rahal,American
249,250,pace,\N,Carlos,Pace,Brazilian
250,251,ian_scheckter,\N,Ian,Scheckter,South_African
251,252,pryce,\N,Tom,Pryce,British
252,253,hoffmann,\N,Ingo,Hoffmann,Brazilian
253,254,zorzi,\N,Renzo,Zorzi,Italian
254,255,nilsson,\N,Gunnar,Nilsson,Swedish
255,256,perkins,\N,Larry,Perkins,Australian
