128,129,grouillard,\N,Olivier,Grouillard,French
129,130,chiesa,\N,Andrea,Chiesa,Swiss
130,131,modena,\N,Stefano,Modena,Italian
131,132,amati,\N,Giovanna,Amati,Italian
132,133,caffi,\N,Alex,Caffi,Italian
133,134,bertaggia,\N,Enrico,Bertaggia,Italian
134,135,mccarthy,\N,Perry,McCarthy,British
135,136,lammers,\N,Jan,Lammers,Dutch
136,137,piquet,\N,Nelson,Piquet,Brazilian
137,138,satoru_nakajima,\N,Satoru,Nakajima,Japanese
138,139,pirro,\N,Emanuele,Pirro,Italian
139,140,johansson,\N,Stefan,Johansson,Swedish
140,141,bailey,\N,Julian,Bailey,British
141,142,chaves,\N,Pedro,Chaves,Portuguese
142,143,bartels,\N,Michael,Bartels,German
143,144,hattori,\N,Naoki,Hattori,Japanese
144,145,nannini,\N,Alessandro,Nannini,Italian
145,146,schneider,\N,Bernd,Schneider,German
146,147,barilla,\N,Paolo,Barilla,Italian
147,148,foitek,\N,Gregor,Foitek,Swiss
148,149,langes,\N,Claudio,Langes,Italian
149,150,gary_brabham,\N,Gary,Brabham,Australian
150,151,donnelly,\N,Martin,Donnelly,British
151,152,giacomelli,\N,Bruno,Giacomelli,Italian
152,153,alguersuari,ALG,Jaime,Alguersuari,Spanish
153,154,grosjean,GRO,Romain,Grosjean,French
154,155,kobayashi,KOB,Kamui,Kobayashi,Japanese
155,156,palmer,\N,Jonathan,Palmer,British
156,157,danner,\N,Christian,Danner,German
157,158,cheever,\N,Eddie,Cheever,American
158,159,sala,\N,Luis,Pérez-Sala,Spanish
159,160,ghinzani,\N,Piercarlo,Ghinzani,Italian
160,161,weidler,\N,Volker,Weidler,German
161,162,raphanel,\N,Pierre-Henri,Raphanel,French
162,163,arnoux,\N,René,Arnoux,French
163,164,joachim_winkelhock,\N,Joachim,Winkelhock,German
164,165,larrauri,\N,Oscar,Larrauri,Argentine
165,166,streiff,\N,Philippe,Streiff,French
166,167,campos,\N,Adrián,Campos,Spanish
167,168,schlesser,\N,Jean-Louis,Schlesser,French
168,169,fabre,\N,Pascal,Fabre,French
169,170,fabi,\N,Teo,Fabi,Italian
170,171,forini,\N,Franco,Forini,Swiss
171,172,laffite,\N,Jacques,Laffite,French
172,173,angelis,\N,Elio,de_Angelis,Italian
173,174,dumfries,\N,Johnny,Dumfries,British
174,175,tambay,\N,Patrick,Tambay,French
175,176,surer,\N,Marc,Surer,Swiss
176,177,keke_rosberg,\N,Keke,Rosberg,Finnish
177,178,jones,\N,Alan,Jones,Australian
178,179,rothengatter,\N,Huub,Rothengatter,Dutch
179,180,berg,\N,Allen,Berg,Canadian
180,181,manfred_winkelhock,\N,Manfred,Winkelhock,German
181,182,lauda,\N,Niki,Lauda,Austrian
182,183,hesnault,\N,François,Hesnault,French
183,184,baldi,\N,Mauro,Baldi,Italian
184,185,bellof,\N,Stefan,Bellof,German
185,186,acheson,\N,Kenny,Acheson,British
186,187,watson,\N,John,Watson,British
187,188,cecotto,\N,Johnny,Cecotto,Venezuelan
188,189,gartner,\N,Jo,Gartner,Austrian
189,190,corrado_fabi,\N,Corrado,Fabi,Italian
190,191,thackwell,\N,Mike,Thackwell,New_Zealander
191,192,serra,\N,Chico,Serra,Brazilian
