768,768,rose,\N,Mauri,Rose,American
769,769,mackey,\N,Bill,Mackey,American
770,770,green,\N,Cecil,Green,American
771,771,walt_brown,\N,Walt,Brown,American
772,772,hellings,\N,Mack,Hellings,American
773,773,levegh,\N,Pierre,Levegh,French
774,774,chaboud,\N,Eugène,Chaboud,French
775,775,gordini,\N,Aldo,Gordini,French
776,776,kelly,\N,Joe,Kelly,Irish
777,777,parker,\N,Philip,Fotheringham-Parker,British
778,778,shawe_taylor,\N,Brian,Shawe_Taylor,British
779,779,john_james,\N,John,James,British
780,780,branca,\N,Toni,Branca,Swiss
781,781,richardson,\N,Ken,Richardson,British
782,782,jover,\N,Juan,Jover,Spanish
783,783,grignard,\N,Georges,Grignard,French
784,784,hampshire,\N,David,Hampshire,British
785,785,crossley,\N,Geoff,Crossley,British
786,786,fagioli,\N,Luigi,Fagioli,Italian
787,787,harrison,\N,Cuth,Harrison,British
788,788,fry,\N,Joe,Fry,British
789,789,martin,\N,Eugène,Martin,French
790,790,leslie_johnson,\N,Leslie,Johnson,British
791,791,biondetti,\N,Clemente,Biondetti,Italian
792,792,pian,\N,Alfredo,Pián,Argentine
793,793,sommer,\N,Raymond,Sommer,French
794,794,chitwood,\N,Joie,Chitwood,American
795,795,fohr,\N,Myron,Fohr,American
796,796,ader,\N,Walt,Ader,American
797,797,holmes,\N,Jackie,Holmes,American
798,798,levrett,\N,Bayliss,Levrett,American
799,799,jackson,\N,Jimmy,Jackson,American
800,800,pagani,\N,Nello,Pagani,Italian
801,801,pozzi,\N,Charles,Pozzi,French
802,802,serafini,\N,Dorino,Serafini,Italian
803,803,cantrell,\N,Bill,Cantrell,American
804,804,mantz,\N,Johnny,Mantz,American
805,805,kladis,\N,Danny,Kladis,American
806,806,oscar_gonzalez,\N,Óscar,González,Uruguayan
807,807,hulkenberg,HUL,Nico,Hülkenberg,German
808,808,petrov,PET,Vitaly,Petrov,Russian
809,810,grassi,DIG,Lucas,di_Grassi,Brazilian
810,811,bruno_senna,SEN,Bruno,Senna,Brazilian
811,812,chandhok,CHA,Karun,Chandhok,Indian
812,813,maldonado,MAL,Pastor,Maldonado,Venezuelan
813,814,resta,DIR,Paul,di_Resta,British
814,815,perez,PER,Sergio,Pérez,Mexican
815,816,ambrosio,DAM,Jérôme,d'Ambrosio,Belgian
816,817,ricciardo,RIC,Daniel,Ricciardo,Australian
817,818,vergne,VER,Jean-Éric,Vergne,French
818,819,pic,PIC,Charles,Pic,French
819,820,chilton,CHI,Max,Chilton,British
820,821,gutierrez,GUT,Esteban,Gutiérrez,Mexican
821,822,bottas,BOT,Valtteri,Bottas,Finnish
822,823,garde,VDG,Giedo,van_der_Garde,Dutch
823,824,jules_bianchi,BIA,Jules,Bianchi,French
824,825,kevin_magnussen,MAG,Kevin,Magnussen,Danish
825,826,kvyat,KVY,Daniil,Kvyat,Russian
826,827,lotterer,LOT,André,Lotterer,German
827,828,ericsson,ERI,Marcus,Ericsson,Swedish
828,829,stevens,STE,Will,Stevens,British
829,830,max_verstappen,VER,Max,Verstappen,Dutch
830,831,nasr,NAS,Felipe,Nasr,Brazilian
831,832,sainz,SAI,Carlos,Sainz,Spanish
