320,321,bell,\N,Derek,Bell,British
321,322,hobbs,\N,David,Hobbs,British
322,323,quester,\N,Dieter,Quester,Austrian
323,324,koinigg,\N,Helmuth,Koinigg,Austrian
324,325,facetti,\N,Carlo,Facetti,Italian
325,326,wietzes,\N,Eppie,Wietzes,Canadian
326,327,cevert,\N,François,Cevert,French
327,328,stewart,\N,Jackie,Stewart,British
328,329,beuttler,\N,Mike,Beuttler,British
329,330,galli,\N,Nanni,Galli,Italian
330,331,bueno,\N,Luiz,Bueno,Brazilian
331,332,follmer,\N,George,Follmer,American
332,333,adamich,\N,Andrea,de_Adamich,Italian
333,334,pretorius,\N,Jackie,Pretorius,South_African
334,335,williamson,\N,Roger,Williamson,British
335,336,mcrae,\N,Graham,McRae,New_Zealander
336,337,marko,\N,Helmut,Marko,Austrian
337,338,walker,\N,David,Walker,Australian
338,339,roig,\N,Alex,Soler-Roig,Spanish
339,340,love,\N,John,Love,Rhodesian
340,341,surtees,\N,John,Surtees,British
341,342,barber,\N,Skip,Barber,American
342,343,brack,\N,Bill,Brack,Canadian
343,344,posey,\N,Sam,Posey,American
344,345,rodriguez,\N,Pedro,Rodríguez,Mexican
345,346,siffert,\N,Jo,Siffert,Swiss
346,347,bonnier,\N,Jo,Bonnier,Swedish
347,348,mazet,\N,François,Mazet,French
348,349,jean,\N,Max,Jean,French
349,350,elford,\N,Vic,Elford,British
350,351,moser,\N,Silvio,Moser,Swiss
351,352,eaton,\N,George,Eaton,Canadian
352,353,lovely,\N,Pete,Lovely,American
353,354,craft,\N,Chris,Craft,British
354,355,Cannoc,\N,John,Cannon,Canadian
355,356,jack_brabham,\N,Jack,Brabham,Australian
356,357,miles,\N,John,Miles,British
357,358,rindt,\N,Jochen,Rindt,Austrian
358,359,gavin,\N,Johnny,Servoz-Gavin,French
359,360,mclaren,\N,Bruce,McLaren,New_Zealander
360,361,courage,\N,Piers,Courage,British
361,362,klerk,\N,Peter,de_Klerk,South_African
362,363,giunti,\N,Ignazio,Giunti,Italian
363,364,gurney,\N,Dan,Gurney,American
364,365,hahne,\N,Hubert,Hahne,German
365,366,hutchison,\N,Gus,Hutchison,American
366,367,westbury,\N,Peter,Westbury,British
367,368,tingle,\N,Sam,Tingle,Rhodesian
368,369,rooyen,\N,Basil,van_Rooyen,South_African
369,370,attwood,\N,Richard,Attwood,British
370,371,pease,\N,Al,Pease,Canadian
371,372,cordts,\N,John,Cordts,Canadian
372,373,clark,\N,Jim,Clark,British
373,374,spence,\N,Mike,Spence,British
374,375,scarfiotti,\N,Ludovico,Scarfiotti,Italian
375,376,bianchi,BIA,Lucien,Bianchi,Belgian
376,377,jo_schlesser,\N,Jo,Schlesser,French
377,378,widdows,\N,Robin,Widdows,British
378,379,ahrens,\N,Kurt,Ahrens,German
379,380,gardner,\N,Frank,Gardner,Australian
380,381,unser,\N,Bobby,Unser,American
381,382,solana,\N,Moisés,Solana,Mexican
382,383,anderson,\N,Bob,Anderson,British
383,384,botha,\N,Luki,Botha,South_African
