512,512,thomson,\N,Johnny,Thomson,American
513,513,johnson,\N,Eddie,Johnson,American
514,514,veith,\N,Bob,Veith,American
515,515,tingelstad,\N,Bud,Tingelstad,American
516,516,christie,\N,Bob,Christie,American
517,517,amick,\N,Red,Amick,American
518,518,darter,\N,Duane,Carter,American
519,519,homeier,\N,Bill,Homeier,American
520,520,hartley,\N,Gene,Hartley,American
521,521,stevenson,\N,Chuck,Stevenson,American
522,522,grim,\N,Bobby,Grim,American
523,523,templeman,\N,Shorty,Templeman,American
524,524,hurtubise,\N,Jim,Hurtubise,American
525,525,bryan,\N,Jimmy,Bryan,American
526,526,ruttman,\N,Troy,Ruttman,American
527,527,sachs,\N,Eddie,Sachs,American
528,528,freeland,\N,Don,Freeland,American
529,529,bettenhausen,\N,Tony,Bettenhausen,American
530,530,weiler,\N,Wayne,Weiler,American
531,531,foyt,\N,Anthony,Foyt,American
532,532,russo,\N,Eddie,Russo,American
533,533,boyd,\N,Johnny,Boyd,American
534,534,force,\N,Gene,Force,American
535,535,mcwithey,\N,Jim,McWithey,American
536,536,sutton,\N,Len,Sutton,American
537,537,dick_rathmann,\N,Dick,Rathmann,American
538,538,herman,\N,Al,Herman,American
539,539,dempsey_wilson,\N,Dempsey,Wilson,American
540,540,mike_taylor,\N,Mike,Taylor,British
541,541,flockhart,\N,Ron,Flockhart,British
542,542,piper,\N,David,Piper,British
543,543,cabianca,\N,Giulio,Cabianca,Italian
544,544,drogo,\N,Piero,Drogo,Italian
545,545,gamble,\N,Fred,Gamble,American
546,546,owen,\N,Arthur,Owen,British
547,547,gould,\N,Horace,Gould,British
548,548,drake,\N,Bob,Drake,American
549,549,bueb,\N,Ivor,Bueb,British
550,550,Changy,\N,Alain,de_Changy,Belgian
551,551,filippis,\N,Maria,de_Filippis,Italian
552,552,lucienbonnet,\N,Jean,Lucienbonnet,French
553,553,testut,\N,André,Testut,Monegasque
554,554,behra,\N,Jean,Behra,French
555,555,paul_russo,\N,Paul,Russo,American
556,556,daywalt,\N,Jimmy,Daywalt,American
557,557,arnold,\N,Chuck,Arnold,American
558,558,keller,\N,Al,Keller,American
559,559,flaherty,\N,Pat,Flaherty,American
560,560,cheesbourg,\N,Bill,Cheesbourg,American
561,561,ray_crawford,\N,Ray,Crawford,American
562,562,turner,\N,Jack,Turner,American
563,563,weyant,\N,Chuck,Weyant,American
564,564,larson,\N,Jud,Larson,American
565,565,magill,\N,Mike,Magill,American
566,566,shelby,\N,Carroll,Shelby,American
567,567,orey,\N,Fritz,d'Orey,Brazilian
568,568,fontes,\N,Azdrubal,Fontes,Uruguayan
569,569,ashdown,\N,Peter,Ashdown,British
570,570,bill_moss,\N,Bill,Moss,British
571,571,dennis_taylor,\N,Dennis,Taylor,British
572,572,blanchard,\N,Harry,Blanchard,American
573,573,tomaso,\N,Alessandro,de_Tomaso,Argentine-Italian
574,574,constantine,\N,George,Constantine,American
575,575,said,\N,Bob,Said,American
