64,65,herbert,\N,Johnny,Herbert,British
65,66,mcnish,\N,Allan,McNish,British
66,67,buemi,BUE,Sébastien,Buemi,Swiss
67,68,takagi,\N,Toranosuke,Takagi,Japanese
68,69,badoer,BAD,Luca,Badoer,Italian
69,70,zanardi,\N,Alessandro,Zanardi,Italian
70,71,damon_hill,\N,Damon,Hill,British
71,72,sarrazin,\N,Stéphane,Sarrazin,French
72,73,rosset,\N,Ricardo,Rosset,Brazilian
73,74,tuero,\N,Esteban,Tuero,Argentine
74,75,nakano,\N,Shinji,Nakano,Japanese
75,76,magnussen,MAG,Jan,Magnussen,Danish
76,77,berger,\N,Gerhard,Berger,Austrian
77,78,larini,\N,Nicola,Larini,Italian
78,79,katayama,\N,Ukyo,Katayama,Japanese
79,80,sospiri,\N,Vincenzo,Sospiri,Italian
80,81,morbidelli,\N,Gianni,Morbidelli,Italian
81,82,fontana,\N,Norberto,Fontana,Argentine
82,83,lamy,\N,Pedro,Lamy,Portuguese
83,84,brundle,\N,Martin,Brundle,British
84,85,montermini,\N,Andrea,Montermini,Italian
85,86,lavaggi,\N,Giovanni,Lavaggi,Italian
86,87,blundell,\N,Mark,Blundell,British
87,88,suzuki,\N,Aguri,Suzuki,Japanese
88,89,inoue,\N,Taki,Inoue,Japanese
89,90,moreno,\N,Roberto,Moreno,Brazilian
90,91,wendlinger,\N,Karl,Wendlinger,Austrian
91,92,gachot,\N,Bertrand,Gachot,Belgian
92,93,schiattarella,\N,Domenico,Schiattarella,Italian
93,94,martini,\N,Pierluigi,Martini,Italian
94,95,mansell,\N,Nigel,Mansell,British
95,96,boullion,\N,Jean-Christophe,Boullion,French
96,97,papis,\N,Massimiliano,Papis,Italian
97,98,deletraz,\N,Jean-Denis,Délétraz,Swiss
98,99,tarquini,\N,Gabriele,Tarquini,Italian
99,100,comas,\N,Érik,Comas,French
100,101,brabham,\N,David,Brabham,Australian
101,102,senna,\N,Ayrton,Senna,Brazilian
102,103,bernard,\N,Éric,Bernard,French
103,104,fittipaldi,\N,Christian,Fittipaldi,Brazilian
104,105,alboreto,\N,Michele,Alboreto,Italian
105,106,beretta,\N,Olivier,Beretta,Monegasque
106,107,ratzenberger,\N,Roland,Ratzenberger,Austrian
107,108,belmondo,\N,Paul,Belmondo,French
108,109,lehto,\N,Jyrki,Järvilehto,Finnish
109,110,cesaris,\N,Andrea,de_Cesaris,Italian
110,111,gounon,\N,Jean-Marc,Gounon,French
111,112,alliot,\N,Philippe,Alliot,French
112,113,adams,\N,Philippe,Adams,Belgian
113,114,dalmas,\N,Yannick,Dalmas,French
114,115,noda,\N,Hideki,Noda,Japanese
115,116,lagorce,\N,Franck,Lagorce,French
116,117,prost,\N,Alain,Prost,French
117,118,warwick,\N,Derek,Warwick,British
118,119,patrese,\N,Riccardo,Patrese,Italian
119,120,barbazza,\N,Fabrizio,Barbazza,Italian
120,121,andretti,\N,Michael,Andretti,American
121,122,capelli,\N,Ivan,Capelli,Italian
122,123,boutsen,\N,Thierry,Boutsen,Belgian
123,124,apicella,\N,Marco,Apicella,Italian
124,125,naspetti,\N,Emanuele,Naspetti,Italian
125,126,toshio_suzuki,\N,Toshio,Suzuki,Japanese
126,127,gugelmin,\N,Maurício,Gugelmin,Brazilian
127,128,poele,\N,Eric,van_de_Poele,Belgian
