576,576,cade,\N,Phil,Cade,American
577,577,musso,\N,Luigi,Musso,Italian
578,578,hawthorn,\N,Mike,Hawthorn,British
579,579,fangio,\N,Juan,Fangio,Argentine
580,580,godia,\N,Paco,Godia,Spanish
581,581,collins,\N,Peter,Collins,British
582,582,kavanagh,\N,Ken,Kavanagh,Australian
583,583,gerini,\N,Gerino,Gerini,Italian
584,584,kessler,\N,Bruce,Kessler,American
585,585,emery,\N,Paul,Emery,British
586,586,piotti,\N,Luigi,Piotti,Italian
587,587,ecclestone,\N,Bernie,Ecclestone,British
588,588,taramazzo,\N,Luigi,Taramazzo,Italian
589,589,chiron,\N,Louis,Chiron,Monegasque
590,590,lewis-evans,\N,Stuart,Lewis-Evans,British
591,591,george_amick,\N,George,Amick,American
592,592,reece,\N,Jimmy,Reece,American
593,593,parsons,\N,Johnnie,Parsons,American
594,594,tolan,\N,Johnnie,Tolan,American
595,595,garrett,\N,Billy,Garrett,American
596,596,elisian,\N,Ed,Elisian,American
597,597,connor,\N,Pat,O'Connor,American
598,598,jerry_unser,\N,Jerry,Unser,American
599,599,bisch,\N,Art,Bisch,American
600,600,goethals,\N,Christian,Goethals,Belgian
601,601,gibson,\N,Dick,Gibson,British
602,602,la_caze,\N,Robert,La_Caze,French
603,603,guelfi,\N,André,Guelfi,French
604,604,picard,\N,François,Picard,French
605,605,bridger,\N,Tom,Bridger,British
606,606,portago,\N,Alfonso,de_Portago,Spanish
607,607,perdisa,\N,Cesare,Perdisa,Italian
608,608,castellotti,\N,Eugenio,Castellotti,Italian
609,609,simon,\N,André,Simon,French
610,610,leston,\N,Les,Leston,British
611,611,hanks,\N,Sam,Hanks,American
612,612,linden,\N,Andy,Linden,American
613,613,teague,\N,Marshall,Teague,American
614,614,edmunds,\N,Don,Edmunds,American
615,615,agabashian,\N,Fred,Agabashian,American
616,616,george,\N,Elmer,George,American
617,617,macdowel,\N,Mike,MacDowel,British
618,618,mackay-fraser,\N,Herbert,MacKay-Fraser,American
619,619,gerard,\N,Bob,Gerard,British
620,620,maglioli,\N,Umberto,Maglioli,Italian
621,621,england,\N,Paul,England,Australian
622,622,landi,\N,Chico,Landi,Brazilian
623,623,uria,\N,Alberto,Uria,Uruguayan
624,624,ramos,\N,Hernando,da_Silva_Ramos,Brazilian
625,625,bayol,\N,Élie,Bayol,French
626,626,manzon,\N,Robert,Manzon,French
627,627,rosier,\N,Louis,Rosier,French
628,628,sweikert,\N,Bob,Sweikert,American
629,629,griffith,\N,Cliff,Griffith,American
630,630,dinsmore,\N,Duke,Dinsmore,American
631,631,andrews,\N,Keith,Andrews,American
632,632,frere,\N,Paul,Frère,Belgian
633,633,villoresi,\N,Luigi,Villoresi,Italian
634,634,scotti,\N,Piero,Scotti,Italian
635,635,chapman,\N,Colin,Chapman,British
636,636,titterington,\N,Desmond,Titterington,British
637,637,scott_Brown,\N,Archie,Scott_Brown,British
638,638,volonterio,\N,Ottorino,Volonterio,Swiss
639,639,milhoux,\N,André,Milhoux,Belgian
