704,704,cabantous,\N,Yves,Cabantous,French
705,705,crook,\N,Tony,Crook,British
706,706,jimmy_stewart,\N,Jimmy,Stewart,British
707,707,ian_stewart,\N,Ian,Stewart,British
708,708,duncan_hamilton,\N,Duncan,Hamilton,British
709,709,klodwig,\N,Ernst,Klodwig,East_German
710,710,krause,\N,Rudolf,Krause,East_German
711,711,karch,\N,Oswald,Karch,German
712,712,heeks,\N,Willi,Heeks,German
713,713,fitzau,\N,Theo,Fitzau,East_German
714,714,adolff,\N,Kurt,Adolff,German
715,715,bechem,\N,Günther,Bechem,German
716,716,bauer,\N,Erwin,Bauer,German
717,717,hans_stuck,\N,Hans,von_Stuck,German
718,718,loof,\N,Ernst,Loof,German
719,719,scherrer,\N,Albert,Scherrer,Swiss
720,720,terra,\N,Max,de_Terra,Swiss
721,721,hirt,\N,Peter,Hirt,Swiss
722,722,carini,\N,Piero,Carini,Italian
723,723,fischer,\N,Rudi,Fischer,Swiss
724,724,ulmen,\N,Toni,Ulmen,German
725,725,abecassis,\N,George,Abecassis,British
726,726,george_connor,\N,George,Connor,American
727,727,rigsby,\N,Jim,Rigsby,American
728,728,james,\N,Joe,James,American
729,729,schindler,\N,Bill,Schindler,American
730,730,fonder,\N,George,Fonder,American
731,731,banks,\N,Henry,Banks,American
732,732,mcdowell,\N,Johnny,McDowell,American
733,733,miller,\N,Chet,Miller,American
734,734,ball,\N,Bobby,Ball,American
735,735,tornaco,\N,Charles,de_Tornaco,Belgian
736,736,laurent,\N,Roger,Laurent,Belgian
737,737,obrien,\N,Robert,O'Brien,American
738,738,gaze,\N,Tony,Gaze,Australian
739,739,charrington,\N,Robin,Montgomerie-Charrington,British
740,740,comotti,\N,Franco,Comotti,Italian
741,741,etancelin,\N,Philippe,Étancelin,French
742,742,poore,\N,Dennis,Poore,British
743,743,thompson,\N,Eric,Thompson,British
744,744,downing,\N,Ken,Downing,British
745,745,graham_whitehead,\N,Graham,Whitehead,British
746,746,bianco,\N,Gino,Bianco,Brazilian
747,747,murray,\N,David,Murray,British
748,748,cantoni,\N,Eitel,Cantoni,Uruguayan
749,749,aston,\N,Bill,Aston,British
750,750,brudes,\N,Adolf,Brudes,German
751,751,riess,\N,Fritz,Riess,German
752,752,niedermayr,\N,Helmut,Niedermayr,German
753,753,klenk,\N,Hans,Klenk,German
754,754,balsa,\N,Marcel,Balsa,French
755,755,schoeller,\N,Rudolf,Schoeller,Swiss
756,756,pietsch,\N,Paul,Pietsch,German
757,757,peters,\N,Josef,Peters,German
758,758,lof,\N,Dries,van_der_Lof,Dutch
759,759,flinterman,\N,Jan,Flinterman,Dutch
760,760,dusio,\N,Piero,Dusio,Italian
761,761,crespo,\N,Alberto,Crespo,Argentine
762,762,rol,\N,Franco,Rol,Italian
763,763,sanesi,\N,Consalvo,Sanesi,Italian
764,764,guy_mairesse,\N,Guy,Mairesse,French
765,765,louveau,\N,Henri,Louveau,French
766,766,wallard,\N,Lee,Wallard,American
767,767,forberg,\N,Carl,Forberg,American
